endpoint,group,invariant,invariantType,variables,postmanAssertion,pptname
get+projects_{id}_issues,closed_at,"LENGTH(return.closed_at)==24
return.closed_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.closed_at)
(return.closed_at)","pm.expect(return_closed_at).to.have.length(24)
pm.expect(return_closed_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,closed_by.avatar_url,"return.closed_by.avatar_url one of { ""https://www.gravatar.com/avatar/1f9d9a9efc2f523b2f09629444632b5c?s=80&d=identicon"", ""https://www.gravatar.com/avatar/e64c7d89f26bd1972efa854d13d7dd61?s=80&d=identicon"" }
LENGTH(return.closed_by.avatar_url)==81
return.closed_by.avatar_url is Url","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.IsUrl","(return.closed_by.avatar_url)
(return.closed_by.avatar_url)
(return.closed_by.avatar_url)","pm.expect([""https://www.gravatar.com/avatar/1f9d9a9efc2f523b2f09629444632b5c?s=80&d=identicon"", ""https://www.gravatar.com/avatar/e64c7d89f26bd1972efa854d13d7dd61?s=80&d=identicon""].includes(return_closed_by_avatar_url)).to.be.true
pm.expect(return_closed_by_avatar_url).to.have.length(81)
pm.expect(return_closed_by_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,closed_by.id,"return.closed_by.id one of { 1, 6 }",daikon.inv.unary.scalar.OneOfScalar,(return.closed_by.id),"pm.expect([1, 6, 0].includes(return_closed_by_id)).to.be.true",/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,closed_by.name,"return.closed_by.name one of { ""Administrator"", ""john"" }",daikon.inv.unary.string.OneOfString,(return.closed_by.name),"pm.expect([""Administrator"", ""john""].includes(return_closed_by_name)).to.be.true",/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,closed_by.state,"return.closed_by.state == ""active""
LENGTH(return.closed_by.state)==6","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.closed_by.state)
(return.closed_by.state)","pm.expect([""active""].includes(return_closed_by_state)).to.be.true
pm.expect(return_closed_by_state).to.have.length(6)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,closed_by.username,"return.closed_by.username one of { ""john"", ""root"" }
LENGTH(return.closed_by.username)==4
return.closed_by.username is a substring of return.closed_by.web_url","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString
daikon.inv.binary.twoString.StdString$SubString","(return.closed_by.username)
(return.closed_by.username)
(return.closed_by.username, return.closed_by.web_url)","pm.expect([""john"", ""root""].includes(return_closed_by_username)).to.be.true
pm.expect(return_closed_by_username).to.have.length(4)
pm.expect(return_closed_by_web_url.includes(return_closed_by_username)).to.be.true","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,closed_by.web_url,"return.closed_by.web_url one of { ""http://localhost:30000/john"", ""http://localhost:30000/root"" }
LENGTH(return.closed_by.web_url)==27","daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(return.closed_by.web_url)
(return.closed_by.web_url)","pm.expect([""http://localhost:30000/john"", ""http://localhost:30000/root""].includes(return_closed_by_web_url)).to.be.true
pm.expect(return_closed_by_web_url).to.have.length(27)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,confidential,input.confidential == return.confidential,daikon.inv.binary.twoScalar.IntEqual,"(input.confidential, return.confidential)",pm.expect(input_confidential).to.eql(return_confidential),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,created_at,"LENGTH(return.created_at)==24
return.created_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.created_at)
(return.created_at)","pm.expect(return_created_at).to.have.length(24)
pm.expect(return_created_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,downvotes,"return.downvotes == return.merge_requests_count
return.downvotes == return.task_completion_status.count
return.downvotes == return.task_completion_status.completed_count
return.downvotes == return.upvotes
return.downvotes == return.user_notes_count
return.downvotes == 0
input.author_id >= return.downvotes
return.downvotes <= return.time_stats.time_estimate
return.downvotes <= return.time_stats.total_time_spent
return.downvotes <= size(return.assignees[])","daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.binary.twoScalar.IntEqual
daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.twoScalar.IntGreaterEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual
daikon.inv.binary.twoScalar.IntLessEqual","(return.downvotes, return.merge_requests_count)
(return.downvotes, return.task_completion_status.count)
(return.downvotes, return.task_completion_status.completed_count)
(return.downvotes, return.upvotes)
(return.downvotes, return.user_notes_count)
(return.downvotes)
(input.author_id, return.downvotes)
(return.downvotes, return.time_stats.time_estimate)
(return.downvotes, return.time_stats.total_time_spent)
(return.downvotes, size(return.assignees[..]))","pm.expect(return_downvotes).to.eql(return_merge_requests_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_count)
pm.expect(return_downvotes).to.eql(return_task_completion_status_completed_count)
pm.expect(return_downvotes).to.eql(return_upvotes)
pm.expect(return_downvotes).to.eql(return_user_notes_count)
pm.expect([0].includes(return_downvotes)).to.be.true
pm.expect(input_author_id).to.be.at.least(return_downvotes)
pm.expect(return_downvotes).to.be.lte(return_time_stats_time_estimate)
pm.expect(return_downvotes).to.be.lte(return_time_stats_total_time_spent)
pm.expect(return_downvotes).to.be.lte(return_assignees_size_array)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,due_date,return.due_date is a Date. Format: YYYY/MM/DD,daikon.inv.unary.string.dates.IsDateYYYYMMDD,(return.due_date),pm.expect(return_due_date).to.match(/^(?:1\d{3}|20[01234][0-9]|2050|9999)[-/.](?:0[1-9]|1[012])[-/.](?:0[1-9]|[12][0-9]|3[01])$/),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,has_tasks,return.has_tasks == false,daikon.inv.unary.scalar.OneOfScalar,(return.has_tasks),pm.expect(return_has_tasks).to.eql(false),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,id,input.per_page < return.id,daikon.inv.binary.twoScalar.IntLessThan,"(input.per_page, return.id)",pm.expect(input_per_page).to.be.lessThan(return_id),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,iid,"return.iid >= 1
return.iid > size(return.assignees[])","daikon.inv.unary.scalar.LowerBound
daikon.inv.binary.twoScalar.IntGreaterThan","(return.iid)
(return.iid, size(return.assignees[..]))","pm.expect(return_iid).to.be.at.least(1)
pm.expect(return_iid).to.be.greaterThan(return_assignees_size_array)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,milestone,return.milestone == null,daikon.inv.unary.scalar.OneOfScalar,(return.milestone),pm.expect(return_milestone).to.be.null,/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,moved_to_id,return.moved_to_id is Numeric,daikon.inv.unary.string.IsNumeric,(return.moved_to_id),"pm.expect(return_moved_to_id).to.match(/^[+-]{0,1}(0|([0-9](\d*|\d{0,2}(,\d{3})*)))?(\.\d*[0-9])?$/)",/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,project_id,input.id == return.project_id,daikon.inv.binary.twoScalar.IntEqual,"(input.id, return.project_id)",pm.expect(input_id).to.eql(return_project_id),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,references.full,return.references.relative is a substring of return.references.full,daikon.inv.binary.twoString.StdString$SubString,"(return.references.full, return.references.relative)",pm.expect(return_references_full.includes(return_references_relative)).to.be.true,/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,references.relative,return.references.relative == return.references.short,daikon.inv.binary.twoString.StringEqual,"(return.references.relative, return.references.short)",pm.expect(return_references_relative).to.eql(return_references_short),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,state,"input.state == return.state
return.state one of { ""closed"", ""opened"" }
LENGTH(return.state)==6","daikon.inv.binary.twoString.StringEqual
daikon.inv.unary.string.OneOfString
daikon.inv.unary.string.FixedLengthString","(input.state, return.state)
(return.state)
(return.state)","pm.expect(input_state).to.eql(return_state)
pm.expect([""closed"", ""opened""].includes(return_state)).to.be.true
pm.expect(return_state).to.have.length(6)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues,time_stats.time_estimate,return.time_stats.time_estimate >= 0,daikon.inv.unary.scalar.LowerBound,(return.time_stats.time_estimate),pm.expect(return_time_stats_time_estimate).to.be.at.least(0),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,time_stats.total_time_spent,return.time_stats.total_time_spent >= 0,daikon.inv.unary.scalar.LowerBound,(return.time_stats.total_time_spent),pm.expect(return_time_stats_total_time_spent).to.be.at.least(0),/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
get+projects_{id}_issues,updated_at,"LENGTH(return.updated_at)==24
return.updated_at is Timestamp. Format: YYYY-MM-DDTHH:MM:SS.mmZ (Miliseconds are optional)","daikon.inv.unary.string.FixedLengthString
daikon.inv.unary.string.dates.IsTimestampYYYYMMHHThhmmssmm","(return.updated_at)
(return.updated_at)","pm.expect(return_updated_at).to.have.length(24)
pm.expect(return_updated_at).to.match(/^[0-9]{4}-((0[13578]|1[02])-(0[1-9]|[12][0-9]|3[01])|(0[469]|11)-(0[1-9]|[12][0-9]|30)|(02)-(0[1-9]|[12][0-9]))T(0[0-9]|1[0-9]|2[0-3]):(0[0-9]|[1-5][0-9]):(0[0-9]|[1-5][0-9])(\.[0-9]{3}){0,1}(Z|(-|\+)(0[0-9]|1[0-9]|2[0-3]):[0-5][0-9])$/)","/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT
/projects/{id}/issues&/projects/{id}/issues&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid},_links.award_emoji,return._links.self is a substring of return._links.award_emoji,daikon.inv.binary.twoString.StdString$SubString,"(return._links.award_emoji, return._links.self)",pm.expect(return__links_award_emoji.includes(return__links_self)).to.be.true,/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
get+projects_{id}_issues_{issue_iid},_links.notes,return._links.self is a substring of return._links.notes,daikon.inv.binary.twoString.StdString$SubString,"(return._links.notes, return._links.self)",pm.expect(return__links_notes.includes(return__links_self)).to.be.true,/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
get+projects_{id}_issues_{issue_iid},_links.project,return._links.project is a substring of return._links.self,daikon.inv.binary.twoString.StdString$SubString,"(return._links.project, return._links.self)",pm.expect(return__links_self.includes(return__links_project)).to.be.true,/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
get+projects_{id}_issues_{issue_iid},assignee.avatar_url,return.assignee.avatar_url is Url,daikon.inv.unary.string.IsUrl,(return.assignee.avatar_url),"pm.expect(return_assignee_avatar_url).to.match(/^(?:(?:https?|ftp):\/\/)(?:\S+(?::\S*)?@)?(?:(?!10(?:\.\d{1,3}){3})(?!127(?:\.\d{1,3}){3})(?!169\.254(?:\.\d{1,3}){2})(?!192\.168(?:\.\d{1,3}){2})(?!172\.(?:1[6-9]|2\d|3[0-1])(?:\.\d{1,3}){2})(?:[1-9]\d?|1\d\d|2[01]\d|22[0-3])(?:\.(?:1?\d{1,2}|2[0-4]\d|25[0-5])){2}(?:\.(?:[1-9]\d?|1\d\d|2[0-4]\d|25[0-4]))|(?:(?:[\w\u00a1-\uffff0-9]+-?)*[\w\u00a1-\uffff0-9]+)(?:\.(?:[\w\u00a1-\uffff0-9]+-)*[\w\u00a1-\uffff0-9]+)*(?:\.(?:[a-zA-Z\u00a1-\uffff]{2,})))(?::\d{2,5})?(?:\/[^\s]*)?$/)",/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
get+projects_{id}_issues_{issue_iid},assignee.id,return.assignee.id >= size(return.assignees[]),daikon.inv.binary.twoScalar.IntGreaterEqual,"(return.assignee.id, size(return.assignees[..]))",pm.expect(return_assignee_id).to.be.at.least(return_assignees_size_array),/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
get+projects_{id}_issues_{issue_iid},assignee.state,"return.assignee.state == return.author.state
return.assignee.state == return.closed_by.state","daikon.inv.binary.twoString.StringEqual
daikon.inv.binary.twoString.StringEqual","(return.assignee.state, return.author.state)
(return.assignee.state, return.closed_by.state)","pm.expect(return_assignee_state).to.eql(return_author_state)
pm.expect(return_assignee_state).to.eql(return_closed_by_state)","/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT"
get+projects_{id}_issues_{issue_iid},assignee.web_url,return.assignee.username is a substring of return.assignee.web_url,daikon.inv.binary.twoString.StdString$SubString,"(return.assignee.web_url, return.assignee.username)",pm.expect(return_assignee_web_url.includes(return_assignee_username)).to.be.true,/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
get+projects_{id}_issues_{issue_iid},assignees,"size(return.assignees[]) one of { 0, 1 }
return.assignees[] elements == return.assignees[return.closed_by.id -1]","daikon.inv.unary.scalar.OneOfScalar
daikon.inv.binary.sequenceScalar.SeqIntEqual","(size(return.assignees[..]))
(return.assignees[..], return.assignees[return.closed_by.id -1])","pm.expect([0, 1, 0].includes(return_assignees_size_array)).to.be.true
pm.expect(return_assignees_array.every(element => element == return_assignees_return_closed_by_id_minus_1)).to.be.true","/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT
/projects/{id}/issues/{issue_iid}&/projects/{id}/issues/{issue_iid}&get&200():::EXIT"
